carName,model,year,sellingPrice,condition,mileage,driven,fuel
Hyundai Creta,HTX,2011,1420686,Good,18.84,83507,Diesel
Mahindra Scorpio,Titanium,2021,790140,Good,24.62,146058,Petrol
Kia Seltos,EX,2020,875744,Needs Work,12.48,152918,CNG
Maruti Suzuki Swift,Titanium,2022,1086989,Needs Work,18.76,180977,Electric
Hyundai Creta,S10,2005,1182080,Good,15.99,125187,Petrol
Mahindra Scorpio,ZX,2009,1157090,Excellent,18.26,110857,Diesel
Toyota Innova,Crysta,2007,1628308,Excellent,16.37,4924,Electric
Kia Seltos,Crysta,2019,239396,Good,11.17,39705,Petrol
Maruti Suzuki Swift,S10,2018,1225330,Fair,14.69,112937,Electric
Mahindra Scorpio,EX,2007,1780147,Good,17.42,162720,CNG
Kia Seltos,ZX,2007,1693291,Fair,21.45,48583,Diesel
Mahindra Scorpio,XZ+,2007,1046534,Excellent,21.26,45290,Diesel
Tata Nexon,VDI,2017,699198,Excellent,18.21,141339,Diesel
Honda City,S10,2022,1614014,Needs Work,16.38,27038,Electric
Ford Ecosport,S10,2006,1181872,Excellent,17.04,127238,CNG
Hyundai Creta,ZX,2014,1310157,Fair,15.76,13424,CNG
Tata Nexon,HTX,2012,1820656,Excellent,17.89,14879,Electric
Maruti Suzuki Swift,Titanium,2006,1170440,Fair,10.48,92877,Petrol
Kia Seltos,ZX,2012,1632020,Fair,15.09,14110,Electric
Ford Ecosport,ZX,2011,1094209,Fair,10.56,14593,Petrol
Kia Seltos,HTX,2016,1497994,Fair,12.96,90057,Petrol
Mahindra Scorpio,EX,2014,1936644,Fair,21.98,24894,Electric
Maruti Suzuki Swift,ZX,2020,1093733,Fair,24.04,137013,Electric
Mahindra Scorpio,HTX,2011,965012,Fair,15.79,38069,Electric
Kia Seltos,ZX,2006,565647,Excellent,24.28,185919,Diesel
Maruti Suzuki Swift,Titanium,2010,1835544,Good,16.57,108021,Diesel
Tata Nexon,VDI,2009,1197490,Needs Work,19.32,191955,Petrol
Hyundai Creta,XZ+,2006,1992971,Good,10.93,36186,CNG
Honda City,ZX,2020,490625,Fair,11.63,16148,Electric
Ford Ecosport,HTX,2020,780062,Fair,15.56,28589,Electric
Hyundai Creta,Titanium,2006,147566,Needs Work,18.67,136002,Electric
Kia Seltos,VDI,2021,986756,Excellent,16.15,35771,Diesel
Maruti Suzuki Swift,Crysta,2009,847007,Good,23.43,91934,Petrol
Honda City,HTX,2017,1305305,Needs Work,12.81,134109,Petrol
Honda City,Titanium,2006,728016,Needs Work,14.27,151764,CNG
Kia Seltos,XZ+,2005,1437309,Needs Work,11.07,59222,Diesel
Ford Ecosport,HTX,2012,147173,Excellent,21.3,145703,Petrol
Toyota Innova,HTX,2017,389240,Fair,17.2,126367,Electric
Ford Ecosport,Crysta,2018,1332261,Fair,10.71,39302,CNG
Toyota Innova,EX,2010,803883,Needs Work,14.33,166502,CNG
Hyundai Creta,HTX,2016,1549265,Fair,14.24,157497,Petrol
Ford Ecosport,XZ+,2020,1377732,Good,20.97,67617,Electric
Kia Seltos,EX,2009,1053477,Good,14.16,42303,CNG
Honda City,ZX,2009,319926,Fair,18.66,139430,CNG
Honda City,VDI,2013,647151,Fair,24.56,123987,Electric
Mahindra Scorpio,ZX,2016,302356,Excellent,21.08,92569,Diesel
Mahindra Scorpio,S10,2007,419875,Fair,14.1,143359,Petrol
Ford Ecosport,ZX,2022,437027,Good,11.83,67604,CNG
Toyota Innova,XZ+,2022,1326135,Needs Work,23.46,133329,Petrol
Ford Ecosport,XZ+,2014,1963905,Good,12.42,90713,Petrol
Tata Nexon,HTX,2023,450704,Fair,18.96,106078,Petrol
Mahindra Scorpio,EX,2013,1306000,Excellent,10.07,136860,Electric
Hyundai Creta,Titanium,2016,336793,Good,20.34,6335,Electric
Kia Seltos,Titanium,2008,1312566,Needs Work,24.53,45331,Electric
Honda City,HTX,2011,1921738,Excellent,12.93,156441,Diesel
Toyota Innova,XZ+,2018,1027193,Excellent,21.47,76894,CNG
Toyota Innova,XZ+,2023,357242,Needs Work,20.87,138914,Diesel
Mahindra Scorpio,VDI,2017,1446106,Needs Work,19.14,186386,Diesel
Toyota Innova,S10,2023,246416,Needs Work,16.27,87673,Diesel
Toyota Innova,HTX,2008,1566513,Needs Work,12.93,126901,Electric
Kia Seltos,EX,2018,713706,Excellent,17.9,23200,Electric
Honda City,Crysta,2016,1039783,Good,21.48,124524,Petrol
Kia Seltos,S10,2022,1855068,Good,21.82,11159,Electric
Honda City,EX,2018,407575,Excellent,19.23,129901,CNG
Tata Nexon,HTX,2008,1289052,Fair,20.34,174854,Petrol
Maruti Suzuki Swift,XZ+,2014,1401423,Fair,10.04,162481,Diesel
Maruti Suzuki Swift,VDI,2022,348440,Good,21.88,155995,CNG
Kia Seltos,HTX,2016,1887527,Needs Work,10.56,187442,Electric
Tata Nexon,EX,2012,600946,Needs Work,23.19,99453,CNG
Tata Nexon,VDI,2007,1080069,Fair,21.6,69439,Electric
Hyundai Creta,EX,2006,528325,Fair,17.21,133442,CNG
Kia Seltos,HTX,2005,700661,Good,11.56,112388,Diesel
Tata Nexon,VDI,2014,1121951,Excellent,12.38,170603,Electric
Kia Seltos,VDI,2010,1076390,Needs Work,12.18,28416,CNG
Tata Nexon,XZ+,2023,1674399,Good,12.93,11527,Electric
Kia Seltos,VDI,2014,440252,Excellent,23.75,31778,CNG
Ford Ecosport,Crysta,2005,1516112,Good,15.83,28609,Diesel
Hyundai Creta,HTX,2013,191623,Good,13.77,141511,Electric
Mahindra Scorpio,ZX,2016,575282,Fair,18.09,11113,Electric
Toyota Innova,XZ+,2015,415190,Excellent,14.98,54550,CNG
Kia Seltos,EX,2015,1252346,Excellent,20.0,110198,Electric
Kia Seltos,VDI,2018,1719800,Excellent,15.12,189381,Petrol
Maruti Suzuki Swift,VDI,2014,601483,Excellent,11.33,1905,Petrol
Toyota Innova,Crysta,2008,645185,Fair,18.94,40317,Petrol
Tata Nexon,Titanium,2007,358904,Excellent,15.09,153038,CNG
Tata Nexon,Titanium,2006,891105,Excellent,13.53,15676,Electric
Maruti Suzuki Swift,EX,2017,1251499,Excellent,15.92,40291,CNG
Maruti Suzuki Swift,Titanium,2017,146610,Fair,22.69,42763,Petrol
Ford Ecosport,HTX,2013,810309,Needs Work,17.03,30646,CNG
Honda City,EX,2006,1750539,Needs Work,20.79,103951,Electric
Kia Seltos,XZ+,2011,133903,Needs Work,15.06,150269,Diesel
Tata Nexon,ZX,2018,556319,Needs Work,13.13,43299,CNG
Hyundai Creta,ZX,2021,364501,Good,20.98,46919,CNG
Honda City,S10,2011,196859,Fair,11.57,182634,Diesel
Mahindra Scorpio,ZX,2020,1612596,Fair,12.6,22171,CNG
Toyota Innova,Titanium,2020,1468847,Good,22.84,139422,Electric
Maruti Suzuki Swift,Crysta,2012,1740279,Fair,10.52,53259,Electric
Toyota Innova,Titanium,2012,154456,Fair,13.52,135625,CNG
Hyundai Creta,EX,2020,1740292,Excellent,13.75,69084,Diesel
Mahindra Scorpio,VDI,2016,548121,Good,19.01,62800,CNG
Tata Nexon,Titanium,2014,1959993,Fair,21.4,2862,CNG
Maruti Suzuki Swift,Titanium,2023,1595917,Fair,17.08,48815,CNG
Kia Seltos,XZ+,2014,1576558,Excellent,13.43,100929,Petrol
Toyota Innova,XZ+,2020,1884582,Excellent,12.63,112259,Diesel
Toyota Innova,VDI,2014,1242720,Needs Work,18.76,85297,CNG
Kia Seltos,ZX,2006,523872,Fair,22.1,38118,Electric
Hyundai Creta,XZ+,2012,1745783,Needs Work,12.34,196112,Diesel
Maruti Suzuki Swift,Titanium,2019,1316450,Needs Work,19.68,21794,Petrol
Honda City,XZ+,2007,1447857,Excellent,14.34,67281,Diesel
Tata Nexon,Titanium,2022,471923,Needs Work,24.66,9086,Diesel
Maruti Suzuki Swift,HTX,2013,322386,Needs Work,23.39,21133,Petrol
Tata Nexon,ZX,2007,1963687,Good,14.02,136383,Diesel
Ford Ecosport,EX,2015,1237241,Needs Work,22.45,36781,CNG
Kia Seltos,Titanium,2010,710664,Fair,16.3,156420,Petrol
Maruti Suzuki Swift,XZ+,2022,148684,Needs Work,10.54,39579,Diesel
Ford Ecosport,VDI,2010,1565965,Needs Work,22.73,73354,CNG
Toyota Innova,EX,2010,1425504,Needs Work,21.2,23533,CNG
Honda City,Crysta,2013,1384171,Excellent,19.62,70456,CNG
Toyota Innova,VDI,2007,755960,Fair,12.03,192647,CNG
Kia Seltos,ZX,2010,922203,Fair,14.63,138069,Electric
Mahindra Scorpio,ZX,2009,738565,Excellent,12.02,43290,CNG
Honda City,Crysta,2015,724062,Excellent,10.17,123477,CNG
Toyota Innova,EX,2015,1156243,Needs Work,17.22,31305,Diesel
Mahindra Scorpio,HTX,2005,1468247,Good,11.86,182477,Diesel
Kia Seltos,EX,2015,1349228,Excellent,10.53,157537,CNG
Hyundai Creta,EX,2011,115584,Fair,16.14,140329,Diesel
Mahindra Scorpio,VDI,2014,947318,Excellent,18.69,23972,Electric
Mahindra Scorpio,XZ+,2019,116446,Needs Work,14.44,74528,Electric
Ford Ecosport,Crysta,2011,439775,Good,12.06,118750,Petrol
Ford Ecosport,HTX,2015,1271824,Good,24.55,199652,CNG
Hyundai Creta,Crysta,2019,1199133,Good,20.54,125250,Petrol
Mahindra Scorpio,S10,2011,1795026,Needs Work,11.98,38623,Diesel
Mahindra Scorpio,VDI,2021,811242,Excellent,22.79,164146,CNG
Mahindra Scorpio,EX,2006,1686423,Fair,20.39,192927,CNG
Kia Seltos,ZX,2013,557698,Fair,19.44,6367,Diesel
Maruti Suzuki Swift,HTX,2010,402664,Fair,21.56,195226,Diesel
Ford Ecosport,XZ+,2005,1048289,Fair,11.22,93516,Electric
Tata Nexon,S10,2013,1417187,Fair,21.51,46368,Petrol
Hyundai Creta,EX,2009,132191,Good,11.9,25651,Diesel
Ford Ecosport,S10,2017,327734,Good,13.73,67538,Electric
Toyota Innova,S10,2011,1229827,Good,24.84,154188,Diesel
Toyota Innova,S10,2016,1631061,Fair,23.47,62640,Electric
Mahindra Scorpio,S10,2021,945545,Fair,14.33,165795,Petrol
Ford Ecosport,S10,2014,1466456,Needs Work,11.44,12567,Diesel
Kia Seltos,HTX,2015,313932,Good,11.78,3933,Diesel
Hyundai Creta,ZX,2022,1454998,Good,12.61,146455,Electric
Mahindra Scorpio,EX,2008,1716940,Excellent,21.39,120268,CNG
Toyota Innova,HTX,2023,289905,Good,18.4,70591,CNG
Maruti Suzuki Swift,XZ+,2016,254315,Needs Work,22.1,168553,Electric
Mahindra Scorpio,Titanium,2019,1712702,Fair,20.84,4468,CNG
Kia Seltos,VDI,2008,181690,Fair,24.87,23878,CNG
Tata Nexon,EX,2016,343678,Fair,19.96,177925,CNG
Mahindra Scorpio,S10,2017,1703439,Fair,24.84,54206,Diesel
Ford Ecosport,Titanium,2021,1546906,Fair,16.21,85923,Electric
Toyota Innova,EX,2015,1305932,Good,24.57,120221,Electric
Ford Ecosport,S10,2006,849842,Excellent,16.93,119306,Petrol
Ford Ecosport,HTX,2010,300143,Excellent,11.96,141169,Diesel
Ford Ecosport,EX,2007,427500,Needs Work,12.39,71484,Petrol
Toyota Innova,EX,2015,1658726,Needs Work,18.7,145582,Diesel
Ford Ecosport,Titanium,2011,1968309,Excellent,14.73,120179,CNG
Honda City,S10,2009,227352,Needs Work,17.77,45223,Diesel
Kia Seltos,EX,2012,386248,Good,14.9,132550,Diesel
Toyota Innova,XZ+,2009,1327224,Good,18.83,45830,CNG
Honda City,HTX,2018,1471545,Good,20.43,21211,Petrol
Tata Nexon,S10,2018,416533,Good,22.9,51142,CNG
Kia Seltos,EX,2021,295532,Excellent,12.62,137344,CNG
Hyundai Creta,Crysta,2015,1349630,Needs Work,23.26,73947,Petrol
Hyundai Creta,Crysta,2016,795578,Excellent,13.93,130210,Diesel
Maruti Suzuki Swift,XZ+,2007,483554,Fair,19.47,33329,Diesel
Toyota Innova,XZ+,2017,561751,Needs Work,20.46,196288,Petrol
Honda City,HTX,2022,1834032,Excellent,14.49,99940,Diesel
Mahindra Scorpio,XZ+,2010,484696,Good,15.18,92663,Diesel
Toyota Innova,S10,2013,902478,Excellent,14.73,26386,CNG
Mahindra Scorpio,ZX,2020,1420098,Good,11.07,192051,CNG
Toyota Innova,S10,2013,1551490,Good,24.71,154022,Petrol
Kia Seltos,HTX,2023,195150,Excellent,12.79,191433,CNG
Tata Nexon,S10,2010,343838,Good,24.78,163152,CNG
Honda City,EX,2007,1837886,Good,11.35,72989,Diesel
Maruti Suzuki Swift,S10,2022,736300,Needs Work,21.59,171470,Electric
Kia Seltos,S10,2010,367189,Fair,18.47,57166,CNG
Ford Ecosport,Crysta,2011,917658,Good,13.91,167052,CNG
Tata Nexon,VDI,2010,366867,Good,15.92,130115,Electric
Maruti Suzuki Swift,Crysta,2008,878075,Needs Work,19.21,109862,CNG
Hyundai Creta,HTX,2013,1823215,Fair,14.02,160957,Diesel
Maruti Suzuki Swift,Crysta,2017,1692443,Needs Work,12.92,93990,Electric
Hyundai Creta,HTX,2014,599180,Excellent,16.67,111153,Diesel
Maruti Suzuki Swift,HTX,2018,1631207,Fair,15.84,169269,Diesel
Toyota Innova,Crysta,2019,860919,Fair,14.96,68799,Diesel
Honda City,VDI,2005,994964,Good,16.43,33560,Electric
Mahindra Scorpio,HTX,2020,1071516,Good,21.63,72685,Electric
Maruti Suzuki Swift,ZX,2005,1092052,Fair,17.0,51115,Diesel
Ford Ecosport,Crysta,2007,746514,Good,16.78,152387,Petrol
Kia Seltos,XZ+,2016,1035801,Excellent,11.25,118282,Diesel
Mahindra Scorpio,VDI,2016,339484,Good,20.8,124768,Diesel
Maruti Suzuki Swift,VDI,2011,1953798,Good,19.26,52722,Electric
Toyota Innova,ZX,2010,983171,Excellent,20.81,158548,Diesel
Honda City,Titanium,2018,689047,Excellent,10.48,27038,Electric
Honda City,Titanium,2012,977037,Needs Work,13.58,196930,Electric
Tata Nexon,ZX,2015,1620833,Good,24.35,188311,CNG
Ford Ecosport,S10,2018,1249648,Fair,24.01,109905,CNG
Kia Seltos,Crysta,2008,289540,Fair,20.68,66209,Electric
Tata Nexon,Titanium,2010,1431006,Fair,13.16,70678,Electric
Mahindra Scorpio,ZX,2015,1164310,Excellent,15.24,157152,Petrol
Ford Ecosport,HTX,2007,144626,Fair,20.12,150246,CNG
Ford Ecosport,Titanium,2015,373806,Good,21.13,122851,CNG
Tata Nexon,Crysta,2014,516837,Fair,15.21,61177,CNG
Honda City,VDI,2008,1251239,Excellent,23.23,136981,Petrol
Maruti Suzuki Swift,HTX,2005,1531671,Good,19.35,195164,Electric
Ford Ecosport,XZ+,2010,1683738,Good,19.18,17929,CNG
Ford Ecosport,XZ+,2015,367550,Excellent,16.54,130202,CNG
Kia Seltos,ZX,2008,1187050,Good,23.04,75547,CNG
Tata Nexon,ZX,2006,1725400,Excellent,24.8,79177,Electric
Toyota Innova,VDI,2021,1449686,Needs Work,23.83,3390,Petrol
Maruti Suzuki Swift,Titanium,2016,1795213,Good,16.01,6707,CNG
Toyota Innova,HTX,2011,537240,Fair,17.61,66287,Electric
Tata Nexon,VDI,2019,1972684,Excellent,22.06,148635,Diesel
Mahindra Scorpio,EX,2005,808899,Good,16.47,184716,CNG
Maruti Suzuki Swift,XZ+,2020,663628,Excellent,16.07,102165,Petrol
Honda City,HTX,2017,1065277,Excellent,17.85,133308,Petrol
Honda City,EX,2023,227206,Good,12.26,182278,Petrol
Maruti Suzuki Swift,ZX,2007,972720,Needs Work,13.18,166777,Petrol
Honda City,VDI,2018,1025876,Excellent,14.41,18280,CNG
Hyundai Creta,Crysta,2018,827775,Excellent,18.23,46970,Electric
Maruti Suzuki Swift,Titanium,2023,332218,Needs Work,14.79,93079,Petrol
Ford Ecosport,HTX,2014,1225954,Needs Work,13.48,35650,Petrol
Toyota Innova,VDI,2006,596912,Good,23.54,42639,Electric
Tata Nexon,HTX,2007,1288672,Good,11.27,5849,Petrol
Honda City,VDI,2020,1155253,Excellent,14.03,71480,Electric
Toyota Innova,EX,2016,520855,Excellent,12.83,15537,CNG
Hyundai Creta,Titanium,2022,675311,Fair,22.96,153030,Electric
Kia Seltos,ZX,2023,868892,Needs Work,17.37,40827,Electric
Toyota Innova,EX,2016,117229,Excellent,17.86,162303,Electric
Tata Nexon,Crysta,2022,299084,Fair,22.6,62291,Petrol
Honda City,ZX,2018,519048,Good,22.07,65829,Petrol
Toyota Innova,ZX,2022,723392,Needs Work,14.88,121403,CNG
Tata Nexon,XZ+,2006,1278823,Fair,19.24,99524,Petrol
Maruti Suzuki Swift,VDI,2006,1300294,Fair,10.09,20822,Diesel
Kia Seltos,ZX,2007,1624135,Fair,22.5,75707,Electric
Tata Nexon,ZX,2011,192391,Good,19.09,97009,Electric
Toyota Innova,EX,2019,1380873,Needs Work,13.11,33775,Diesel
Honda City,EX,2011,1910481,Excellent,22.92,82389,Diesel
Toyota Innova,XZ+,2016,1388815,Good,20.83,72159,Diesel
Hyundai Creta,S10,2011,485758,Good,24.64,171301,Petrol
Tata Nexon,XZ+,2020,536552,Excellent,15.9,108917,Petrol
Honda City,Crysta,2016,144053,Good,24.05,127707,Electric
Honda City,HTX,2015,186442,Needs Work,23.25,132342,Diesel
Tata Nexon,VDI,2011,1545262,Good,19.08,3814,Diesel
Kia Seltos,XZ+,2012,1156769,Excellent,14.49,90130,Petrol
Honda City,S10,2007,1144176,Needs Work,23.16,48837,CNG
Tata Nexon,Crysta,2005,1386450,Fair,18.76,163921,Electric
Maruti Suzuki Swift,ZX,2018,500261,Needs Work,14.0,163973,CNG
Maruti Suzuki Swift,HTX,2015,1784111,Good,18.16,48725,Petrol
Tata Nexon,VDI,2008,406041,Good,13.24,32138,Electric
Honda City,XZ+,2018,1780357,Excellent,21.56,165949,Electric
Mahindra Scorpio,VDI,2017,1263933,Good,18.3,71184,Petrol
Toyota Innova,HTX,2022,832226,Excellent,11.27,188959,CNG
Hyundai Creta,ZX,2016,1027284,Fair,17.28,128742,Diesel
Kia Seltos,Titanium,2022,1562493,Needs Work,17.92,53357,Diesel
Hyundai Creta,VDI,2009,1734475,Fair,18.33,193429,CNG
Mahindra Scorpio,Crysta,2017,1126164,Fair,23.59,26098,Petrol
Toyota Innova,ZX,2023,213124,Fair,19.66,23041,Electric
Tata Nexon,ZX,2016,1867074,Excellent,20.18,174784,CNG
Ford Ecosport,Titanium,2013,896198,Good,23.24,150384,Diesel
Kia Seltos,Crysta,2017,1081643,Excellent,17.32,66669,Diesel
Kia Seltos,EX,2021,1585664,Fair,11.24,142731,Petrol
Maruti Suzuki Swift,XZ+,2019,1295153,Good,15.2,78614,Diesel
Tata Nexon,VDI,2023,1977258,Excellent,22.62,11524,Diesel
Honda City,Crysta,2017,1810631,Excellent,10.96,105188,Diesel
Toyota Innova,Crysta,2020,1012237,Good,20.32,39005,Electric
Maruti Suzuki Swift,Crysta,2019,1980635,Needs Work,24.76,98486,Petrol
Honda City,VDI,2011,500950,Excellent,11.77,139861,CNG
Kia Seltos,Crysta,2007,552619,Fair,22.48,82202,Petrol
Honda City,HTX,2023,123646,Excellent,20.86,34879,CNG
Tata Nexon,Crysta,2022,851135,Excellent,24.93,56258,Petrol
Honda City,EX,2018,531442,Fair,19.66,35464,CNG
Maruti Suzuki Swift,HTX,2015,806460,Fair,16.02,26745,Petrol
Honda City,S10,2006,1484893,Excellent,10.67,153595,Diesel
Honda City,HTX,2018,1416835,Fair,19.19,28074,Petrol
Maruti Suzuki Swift,Titanium,2005,856868,Needs Work,21.29,118930,Electric
Maruti Suzuki Swift,Titanium,2011,238362,Good,20.22,46158,Petrol
Kia Seltos,XZ+,2008,407323,Good,16.69,128614,Diesel
Toyota Innova,S10,2014,1350726,Good,10.1,199417,Electric
Honda City,ZX,2020,1164503,Excellent,10.37,110870,Petrol
Toyota Innova,Crysta,2007,1582775,Excellent,13.63,2966,Petrol
Mahindra Scorpio,Crysta,2006,1735019,Excellent,19.57,40064,Diesel
Ford Ecosport,XZ+,2006,452890,Excellent,10.08,82675,CNG
Honda City,Crysta,2011,1657423,Needs Work,11.56,41052,Electric
Honda City,EX,2020,1022164,Excellent,24.75,113538,Electric
Kia Seltos,S10,2022,770814,Fair,10.81,96034,Diesel
Toyota Innova,Titanium,2018,337696,Excellent,11.14,29239,Petrol
Mahindra Scorpio,ZX,2013,1936650,Fair,19.26,22072,Petrol
Toyota Innova,HTX,2018,1105451,Fair,12.6,32808,CNG
Hyundai Creta,EX,2022,894547,Good,19.53,197128,Petrol
Ford Ecosport,ZX,2020,295812,Good,14.04,100512,Petrol
Toyota Innova,ZX,2017,1087021,Good,22.32,157975,CNG
Ford Ecosport,VDI,2009,1349180,Fair,15.47,50486,Electric
Toyota Innova,XZ+,2012,1202764,Needs Work,10.71,137822,Diesel
Toyota Innova,EX,2017,1109527,Excellent,19.89,11672,Electric
Ford Ecosport,ZX,2020,1428524,Good,14.46,197182,CNG
Ford Ecosport,Crysta,2020,1776071,Good,10.13,141715,CNG
Kia Seltos,ZX,2015,205017,Fair,11.73,145717,Petrol
Honda City,Crysta,2010,1900321,Fair,24.7,26895,CNG
Honda City,S10,2022,1701936,Good,18.34,37715,CNG
Hyundai Creta,EX,2010,624799,Excellent,13.64,174212,Electric
Ford Ecosport,Titanium,2010,237118,Good,21.9,12353,Diesel
Mahindra Scorpio,VDI,2019,1170158,Fair,20.39,150072,Electric
Maruti Suzuki Swift,Titanium,2021,1426944,Needs Work,11.91,33224,Diesel
Tata Nexon,S10,2011,1433889,Needs Work,16.25,119353,CNG
Toyota Innova,S10,2018,1721396,Excellent,13.11,92965,Electric
Ford Ecosport,Crysta,2021,704992,Fair,17.95,90332,Electric
Kia Seltos,EX,2017,1374772,Good,10.76,121166,CNG
Honda City,Titanium,2023,598723,Fair,24.51,60575,Petrol
Kia Seltos,ZX,2007,1723639,Excellent,10.33,134070,Electric
Honda City,XZ+,2005,140065,Excellent,11.76,141201,Diesel
Hyundai Creta,S10,2013,378509,Excellent,12.57,59037,Diesel
Toyota Innova,ZX,2021,852985,Needs Work,14.87,162096,Petrol
Hyundai Creta,Crysta,2014,1927352,Fair,12.29,173904,Diesel
Maruti Suzuki Swift,Crysta,2021,1921968,Excellent,15.79,192979,Diesel
Tata Nexon,EX,2012,521452,Fair,15.7,158478,Diesel
Toyota Innova,XZ+,2012,1798970,Needs Work,13.68,194253,Petrol
Ford Ecosport,EX,2020,451263,Fair,10.06,137658,CNG
Mahindra Scorpio,VDI,2009,242051,Excellent,19.48,42268,Diesel
Toyota Innova,EX,2017,552010,Excellent,17.12,94626,CNG
Tata Nexon,ZX,2014,1151510,Good,12.18,132511,Petrol
Mahindra Scorpio,Crysta,2014,1441190,Needs Work,22.29,138448,CNG
Ford Ecosport,Crysta,2005,148117,Excellent,15.24,68910,Petrol
Ford Ecosport,XZ+,2015,423854,Good,17.05,49213,Electric
Ford Ecosport,S10,2013,184149,Needs Work,16.36,115635,CNG
Kia Seltos,Crysta,2022,663658,Good,14.7,141134,Petrol
Kia Seltos,VDI,2014,1155939,Good,15.67,63165,Electric
Mahindra Scorpio,Crysta,2022,1457681,Good,11.62,40829,Petrol
Maruti Suzuki Swift,Crysta,2018,362326,Fair,15.9,87160,Electric
Toyota Innova,EX,2022,1802787,Good,16.03,69113,Electric
Maruti Suzuki Swift,ZX,2014,830227,Needs Work,19.46,137928,Petrol
Maruti Suzuki Swift,Titanium,2009,1395793,Excellent,11.3,79399,Diesel
Honda City,VDI,2022,1300785,Fair,23.42,157450,Diesel
Ford Ecosport,HTX,2012,1282509,Good,22.65,155050,Petrol
Hyundai Creta,Crysta,2013,457379,Fair,22.19,154688,Petrol
Maruti Suzuki Swift,HTX,2013,1957753,Needs Work,20.86,7856,Electric
Mahindra Scorpio,Crysta,2009,737505,Needs Work,10.48,185501,Petrol
Maruti Suzuki Swift,Titanium,2007,522958,Good,16.27,124175,Electric
Mahindra Scorpio,S10,2006,1619571,Excellent,12.9,11551,Electric
Maruti Suzuki Swift,XZ+,2012,1970780,Needs Work,11.9,161223,Petrol
Ford Ecosport,S10,2010,100146,Needs Work,15.63,88774,Electric
Tata Nexon,HTX,2014,1321555,Needs Work,23.59,115653,Electric
Honda City,Titanium,2021,353425,Excellent,22.6,68337,CNG
Mahindra Scorpio,EX,2017,1788698,Good,16.74,152050,CNG
Ford Ecosport,EX,2022,435435,Fair,15.39,144507,CNG
Ford Ecosport,S10,2019,1604474,Good,19.85,48080,CNG
Mahindra Scorpio,HTX,2014,1072742,Excellent,24.32,70800,Electric
Tata Nexon,VDI,2023,1672250,Fair,22.35,116397,Petrol
Tata Nexon,EX,2017,320906,Excellent,14.82,75191,Petrol
Hyundai Creta,Crysta,2021,1530065,Good,23.67,140313,CNG
Hyundai Creta,HTX,2017,1981139,Needs Work,21.0,125665,Electric
Hyundai Creta,XZ+,2007,716764,Fair,18.54,174674,Diesel
Mahindra Scorpio,XZ+,2016,656381,Good,22.71,14130,Diesel
Ford Ecosport,S10,2014,1467145,Fair,10.88,173051,CNG
Ford Ecosport,Crysta,2019,326143,Excellent,10.7,122237,Electric
Ford Ecosport,Crysta,2006,538351,Good,18.16,78535,Diesel
Toyota Innova,S10,2005,656067,Excellent,24.98,154003,CNG
Kia Seltos,Titanium,2023,985031,Good,14.56,126874,CNG
Hyundai Creta,HTX,2015,1995266,Needs Work,18.82,38664,CNG
Hyundai Creta,VDI,2022,1543664,Excellent,12.66,122639,Electric
Hyundai Creta,Titanium,2007,1968883,Needs Work,16.6,11073,CNG
Kia Seltos,S10,2017,1480463,Excellent,12.77,188575,CNG
Mahindra Scorpio,S10,2012,1006105,Fair,22.06,141627,Petrol
Tata Nexon,HTX,2020,1702073,Good,16.91,15032,CNG
Ford Ecosport,ZX,2010,669604,Excellent,10.64,186582,Electric
Toyota Innova,XZ+,2005,716641,Fair,12.25,52853,Petrol
Mahindra Scorpio,Crysta,2023,1184211,Fair,23.27,46189,Petrol
Mahindra Scorpio,VDI,2009,1722855,Good,24.44,168487,Electric
Hyundai Creta,ZX,2022,498122,Needs Work,15.49,68440,Diesel
Kia Seltos,XZ+,2021,250586,Good,22.91,15098,Petrol
Toyota Innova,Titanium,2013,1842105,Fair,18.84,86612,Petrol
Ford Ecosport,ZX,2023,1630005,Excellent,10.92,157096,Diesel
Mahindra Scorpio,ZX,2007,1606870,Needs Work,24.7,183257,Diesel
Honda City,HTX,2011,706184,Fair,11.29,169654,Diesel
Kia Seltos,VDI,2020,1155392,Excellent,22.78,150991,Diesel
Maruti Suzuki Swift,XZ+,2019,1273527,Fair,14.22,157155,Petrol
Toyota Innova,S10,2019,1538897,Fair,22.56,11852,Diesel
Kia Seltos,Crysta,2018,919386,Good,23.29,128317,Petrol
Maruti Suzuki Swift,Crysta,2023,129304,Excellent,11.86,14142,CNG
Ford Ecosport,Crysta,2006,968118,Excellent,10.53,92574,Petrol
